country,time,value
Sri Lanka,1805,1210000
St. Kitts and Nevis,1805,17200
St. Lucia,1805,24000
St. Vincent and the Grenadines,1805,25800
Sudan,1805,4020000
Suriname,1805,80700
Swaziland,1805,86000
Sweden,1805,2410000
Switzerland,1805,1860000
Syria,1805,1340000
Tajikistan,1805,467000
Tanzania,1805,3020000
Thailand,1805,4670000
Timor-Leste,1805,137000
Togo,1805,446000
Tonga,1805,18600
Trinidad and Tobago,1805,60000
Tunisia,1805,865000
Turkey,1805,9850000
Turkmenistan,1805,367000
Tuvalu,1805,2500
Uganda,1805,2100000
Ukraine,1805,11200000
United Arab Emirates,1805,40200
United Kingdom,1805,13100000
United States,1805,7490000
Uruguay,1805,55000
Uzbekistan,1805,1920000
Vanuatu,1805,27800
Venezuela,1805,718000
Vietnam,1805,6550000
Yemen,1805,2590000
Zambia,1805,747000
Zimbabwe,1805,1090000
Afghanistan,1806,3280000
Albania,1806,418000
Algeria,1806,2560000
Andorra,1806,2650
Angola,1806,1570000
Antigua and Barbuda,1806,37000
Argentina,1806,534000
Armenia,1806,413000
Australia,1806,346000
Austria,1806,3250000
Azerbaijan,1806,880000
Bahamas,1806,27400
Bahrain,1806,64500
Bangladesh,1806,19500000
Barbados,1806,81700
Belarus,1806,2360000
Belgium,1806,3220000
Belize,1806,25500
Benin,1806,637000
Bhutan,1806,90000
Bolivia,1806,1100000
Bosnia and Herzegovina,1806,852000
Botswana,1806,121000
Brazil,1806,3880000
Brunei,1806,2130
Bulgaria,1806,2050000
Burkina Faso,1806,1670000
Burundi,1806,899000
Cambodia,1806,2090000
Cameroon,1806,1860000
Canada,1806,693000
Cape Verde,1806,55700
Central African Republic,1806,479000
Chad,1806,1430000
Chile,1806,771000
China,1806,338000000
Colombia,1806,1210000
Comoros,1806,56300
"Congo, Dem. Rep.",1806,5160000
"Congo, Rep.",1806,314000
Costa Rica,1806,55500
Cote d'Ivoire,1806,1090000
Croatia,1806,1230000
Cuba,1806,412000
Cyprus,1806,185000
Czech Republic,1806,5520000
Denmark,1806,1090000
Djibouti,1806,22800
Dominica,1806,20000
Dominican Republic,1806,89000
Ecuador,1806,500000
Egypt,1806,4230000
El Salvador,1806,248000
Equatorial Guinea,1806,80400
Eritrea,1806,205000
Estonia,1806,334000
Ethiopia,1806,2950000
Fiji,1806,132000
Finland,1806,1030000
France,1806,29900000
Gabon,1806,158000
Gambia,1806,103000
Georgia,1806,1070000
Germany,1806,23500000
Ghana,1806,2020000
Greece,1806,2200000
Grenada,1806,29400
Guatemala,1806,496000
Guinea,1806,984000
Guinea-Bissau,1806,218000
Guyana,1806,166000
Haiti,1806,723000
Holy See,1806,905
Honduras,1806,131000
Hungary,1806,3680000
Iceland,1806,61400
India,1806,171000000
Indonesia,1806,16400000
Iran,1806,6360000
Iraq,1806,1080000
Ireland,1806,4340000
Israel,1806,210000
Italy,1806,19200000
Jamaica,1806,401000
Japan,1806,30500000
Jordan,1806,217000
Kazakhstan,1806,2040000
Kenya,1806,2570000
Kiribati,1806,17900
Kuwait,1806,81300
Kyrgyz Republic,1806,530000
Lao,1806,470000
Latvia,1806,591000
Lebanon,1806,332000
Lesotho,1806,276000
Liberia,1806,314000
Libya,1806,533000
Liechtenstein,1806,5800
Lithuania,1806,779000
Luxembourg,1806,127000
"Macedonia, FYR",1806,392000
Madagascar,1806,1580000
Malawi,1806,737000
Malaysia,1806,287000
Maldives,1806,42400
Mali,1806,1400000
Malta,1806,134000
Marshall Islands,1806,5830
Mauritania,1806,383000
Mauritius,1806,71400
Mexico,1806,6300000
"Micronesia, Fed. Sts.",1806,16400
Moldova,1806,713000
Monaco,1806,7790
Mongolia,1806,619000
Montenegro,1806,127000
Morocco,1806,2560000
Mozambique,1806,2020000
Myanmar,1806,3510000
Namibia,1806,229000
Nauru,1806,1830
Nepal,1806,3880000
Netherlands,1806,2280000
New Zealand,1806,100000
Nicaragua,1806,219000
Niger,1806,1240000
Nigeria,1806,12100000
North Korea,1806,4350000
Norway,1806,898000
Oman,1806,318000
Pakistan,1806,13300000
Palau,1806,3880
Palestine,1806,166000
Panama,1806,78800
Papua New Guinea,1806,755000
Paraguay,1806,143000
Peru,1806,1320000
Philippines,1806,1890000
Poland,1806,9780000
Portugal,1806,3110000
Qatar,1806,14100
Romania,1806,5730000
Russia,1806,31100000
Rwanda,1806,928000
Samoa,1806,47300
San Marino,1806,5490
Sao Tome and Principe,1806,22700
Saudi Arabia,1806,2090000
Senegal,1806,1010000
Serbia,1806,2150000
Seychelles,1806,12500
Sierra Leone,1806,794000
Singapore,1806,30000
Slovak Republic,1806,2140000
Slovenia,1806,470000
Solomon Islands,1806,57000
Somalia,1806,994000
South Africa,1806,1470000
South Korea,1806,9400000
South Sudan,1806,1040000
Spain,1806,11700000
Sri Lanka,1806,1210000
St. Kitts and Nevis,1806,17200
St. Lucia,1806,24000
St. Vincent and the Grenadines,1806,25800
Sudan,1806,4030000
Suriname,1806,80700
Swaziland,1806,86000
Sweden,1806,2420000
Switzerland,1806,1870000
Syria,1806,1340000
Tajikistan,1806,467000
Tanzania,1806,3020000
Thailand,1806,4670000
Timor-Leste,1806,137000
Togo,1806,446000
Tonga,1806,18600
Trinidad and Tobago,1806,60000
Tunisia,1806,866000
Turkey,1806,9860000
Turkmenistan,1806,367000
Tuvalu,1806,2500
Uganda,1806,2100000
Ukraine,1806,11200000
United Arab Emirates,1806,40200
United Kingdom,1806,13300000
United States,1806,7630000
Uruguay,1806,55000
Uzbekistan,1806,1920000
Vanuatu,1806,27800
Venezuela,1806,718000
Vietnam,1806,6550000
Yemen,1806,2590000
Zambia,1806,747000
Zimbabwe,1806,1090000
Afghanistan,1807,3280000
Albania,1807,420000
Algeria,1807,2570000
Andorra,1807,2650
Angola,1807,1570000
Antigua and Barbuda,1807,37000
Argentina,1807,534000
Armenia,1807,413000
Australia,1807,345000
Austria,1807,3260000
Azerbaijan,1807,880000
Bahamas,1807,27400
Bahrain,1807,64500
Bangladesh,1807,19500000
Barbados,1807,81700
Belarus,1807,2360000
Belgium,1807,3240000
Belize,1807,25500
Benin,1807,637000
Bhutan,1807,90000
Bolivia,1807,1100000
Bosnia and Herzegovina,1807,852000
Botswana,1807,121000
Brazil,1807,3920000
Brunei,1807,2130
Bulgaria,1807,2060000
Burkina Faso,1807,1670000
Burundi,1807,899000
Cambodia,1807,2090000
Cameroon,1807,1860000
Canada,1807,701000
Cape Verde,1807,55700
Central African Republic,1807,479000
Chad,1807,1430000
Chile,1807,771000
China,1807,341000000
Colombia,1807,1210000
Comoros,1807,56300
"Congo, Dem. Rep.",1807,5160000
"Congo, Rep.",1807,314000
Costa Rica,1807,56000
Cote d'Ivoire,1807,1090000
Croatia,1807,1230000
Cuba,1807,425000
Cyprus,1807,185000
Czech Republic,1807,5520000
Denmark,1807,1090000
Djibouti,1807,22800
Dominica,1807,20000
Dominican Republic,1807,89000
Ecuador,1807,500000
Egypt,1807,4230000
El Salvador,1807,248000
Equatorial Guinea,1807,80400
Eritrea,1807,205000
Estonia,1807,334000
Ethiopia,1807,2950000
Fiji,1807,132000
Finland,1807,1040000
France,1807,30000000
Gabon,1807,158000
Gambia,1807,103000
Georgia,1807,1070000
Germany,1807,23600000
Ghana,1807,2020000
Greece,1807,2210000
Grenada,1807,29400
Guatemala,1807,503000
Guinea,1807,984000
Guinea-Bissau,1807,218000
Guyana,1807,166000
Haiti,1807,723000
Holy See,1807,905
Honduras,1807,132000
Hungary,1807,3710000
Iceland,1807,61400
India,1807,171000000
Indonesia,1807,16400000
Iran,1807,6370000
Iraq,1807,1080000
Ireland,1807,4390000
Israel,1807,210000
Italy,1807,19300000
Jamaica,1807,401000
Japan,1807,30500000
Jordan,1807,217000
Kazakhstan,1807,2040000
Kenya,1807,2570000
Kiribati,1807,17900
Kuwait,1807,81300
Kyrgyz Republic,1807,530000
Lao,1807,470000
Latvia,1807,591000
Lebanon,1807,332000
Lesotho,1807,276000
Liberia,1807,314000
Libya,1807,534000
Liechtenstein,1807,5800
Lithuania,1807,779000
Luxembourg,1807,127000
"Macedonia, FYR",1807,392000
Madagascar,1807,1590000
Malawi,1807,737000
Malaysia,1807,287000
Maldives,1807,42400
Mali,1807,1400000
Malta,1807,134000
Marshall Islands,1807,5830
Mauritania,1807,383000
Mauritius,1807,72900
Mexico,1807,6320000
"Micronesia, Fed. Sts.",1807,16400
Moldova,1807,713000
Monaco,1807,7790
Mongolia,1807,619000
Montenegro,1807,127000
Morocco,1807,2570000
Mozambique,1807,2020000
Myanmar,1807,3510000
Namibia,1807,229000
Nauru,1807,1830
Nepal,1807,3880000
Netherlands,1807,2280000
New Zealand,1807,100000
Nicaragua,1807,219000
Niger,1807,1240000
Nigeria,1807,12100000
North Korea,1807,4350000
Norway,1807,903000
Oman,1807,318000
Pakistan,1807,13300000
Palau,1807,3880
Palestine,1807,166000
Panama,1807,78800
Papua New Guinea,1807,755000
Paraguay,1807,143000
Peru,1807,1320000
Philippines,1807,1890000
Poland,1807,9820000
Portugal,1807,3120000
Qatar,1807,14100
Romania,1807,5770000
Russia,1807,31100000
Rwanda,1807,928000
Samoa,1807,47200
San Marino,1807,5490
Sao Tome and Principe,1807,22700
Saudi Arabia,1807,2090000
Senegal,1807,1010000
Serbia,1807,2150000
Seychelles,1807,12500
Sierra Leone,1807,794000
Singapore,1807,30000
Slovak Republic,1807,2140000
Slovenia,1807,470000
Solomon Islands,1807,57000
Somalia,1807,994000
South Africa,1807,1480000
South Korea,1807,9400000
South Sudan,1807,1040000
Spain,1807,11800000
Sri Lanka,1807,1210000
St. Kitts and Nevis,1807,17200
St. Lucia,1807,24000
St. Vincent and the Grenadines,1807,25800
Sudan,1807,4030000
Suriname,1807,80700
Swaziland,1807,86000
Sweden,1807,2430000
Switzerland,1807,1880000
Syria,1807,1340000
Tajikistan,1807,467000
Tanzania,1807,3020000
Thailand,1807,4670000
Timor-Leste,1807,137000
Togo,1807,446000
Tonga,1807,18600
Trinidad and Tobago,1807,60000
Tunisia,1807,867000
Turkey,1807,9880000
Turkmenistan,1807,367000
Tuvalu,1807,2500
Uganda,1807,2100000
Ukraine,1807,11200000
United Arab Emirates,1807,40200
United Kingdom,1807,13500000
United States,1807,7780000
Uruguay,1807,55000
Uzbekistan,1807,1920000
Vanuatu,1807,27800
Venezuela,1807,718000
Vietnam,1807,6550000
Yemen,1807,2590000
Zambia,1807,747000
Zimbabwe,1807,1090000
Afghanistan,1808,3280000
Albania,1808,421000
Algeria,1808,2580000
Andorra,1808,2650
Angola,1808,1570000
Antigua and Barbuda,1808,37000
Argentina,1808,534000
Armenia,1808,413000
Australia,1808,344000
Austria,1808,3270000
Azerbaijan,1808,880000
Bahamas,1808,27400
Bahrain,1808,64500
Bangladesh,1808,19500000
Barbados,1808,81700
Belarus,1808,2360000
Belgium,1808,3250000
Belize,1808,25500
Benin,1808,637000
Bhutan,1808,90000
Bolivia,1808,1100000
Bosnia and Herzegovina,1808,852000
Botswana,1808,121000
Brazil,1808,3960000
Brunei,1808,2130
Bulgaria,1808,2070000
Burkina Faso,1808,1670000
Burundi,1808,899000
Cambodia,1808,2090000
Cameroon,1808,1860000
Canada,1808,709000
Cape Verde,1808,55700
Central African Republic,1808,479000
Chad,1808,1430000
Chile,1808,771000
China,1808,344000000
Colombia,1808,1210000
Comoros,1808,56300
"Congo, Dem. Rep.",1808,5160000
"Congo, Rep.",1808,314000
Costa Rica,1808,56500
Cote d'Ivoire,1808,1090000
Croatia,1808,1230000
Cuba,1808,438000
Cyprus,1808,185000
Czech Republic,1808,5520000
Denmark,1808,1100000
Djibouti,1808,22800
Dominica,1808,20000
Dominican Republic,1808,89000
Ecuador,1808,500000
Egypt,1808,4220000
El Salvador,1808,248000
Equatorial Guinea,1808,80400
Eritrea,1808,205000
Estonia,1808,334000
Ethiopia,1808,2950000
Fiji,1808,132000
Finland,1808,1050000
France,1808,30100000
Gabon,1808,158000
Gambia,1808,103000
Georgia,1808,1070000
Germany,1808,23700000
Ghana,1808,2020000
Greece,1808,2210000
Grenada,1808,29400
Guatemala,1808,509000
Guinea,1808,984000
Guinea-Bissau,1808,218000
Guyana,1808,166000
Haiti,1808,723000
Holy See,1808,905
Honduras,1808,132000
Hungary,1808,3750000
Iceland,1808,61400
India,1808,171000000
Indonesia,1808,16400000
Iran,1808,6380000
Iraq,1808,1080000
Ireland,1808,4430000
Israel,1808,210000
Italy,1808,19400000
Jamaica,1808,401000
Japan,1808,30600000
Jordan,1808,217000
Kazakhstan,1808,2040000
Kenya,1808,2570000
Kiribati,1808,17900
Kuwait,1808,81300
Kyrgyz Republic,1808,530000
Lao,1808,470000
Latvia,1808,591000
Lebanon,1808,332000
Lesotho,1808,276000
Liberia,1808,314000
Libya,1808,534000
Liechtenstein,1808,5800
Lithuania,1808,779000
Luxembourg,1808,127000
"Macedonia, FYR",1808,392000
Madagascar,1808,1600000
Malawi,1808,737000
Malaysia,1808,287000
Maldives,1808,42400
Mali,1808,1400000
Malta,1808,134000
Marshall Islands,1808,5830
Mauritania,1808,383000
Mauritius,1808,74500
Mexico,1808,6340000
"Micronesia, Fed. Sts.",1808,16400
Moldova,1808,713000
Monaco,1808,7790
Mongolia,1808,619000
Montenegro,1808,127000
Morocco,1808,2580000
Mozambique,1808,2030000
Myanmar,1808,3510000
Namibia,1808,229000
Nauru,1808,1830
Nepal,1808,3880000
Netherlands,1808,2290000
New Zealand,1808,100000
Nicaragua,1808,219000
Niger,1808,1240000
Nigeria,1808,12100000
North Korea,1808,4350000
Norway,1808,908000
Oman,1808,318000
Pakistan,1808,13300000
Palau,1808,3880
Palestine,1808,166000
Panama,1808,78800
Papua New Guinea,1808,755000
Paraguay,1808,143000
Peru,1808,1320000
Philippines,1808,1890000
Poland,1808,9870000
Portugal,1808,3140000
Qatar,1808,14100
Romania,1808,5820000
Russia,1808,31100000
Rwanda,1808,928000
Samoa,1808,47200
San Marino,1808,5490
Sao Tome and Principe,1808,22700
Saudi Arabia,1808,2090000
Senegal,1808,1010000
Serbia,1808,2150000
Seychelles,1808,12500
Sierra Leone,1808,794000
Singapore,1808,30000
Slovak Republic,1808,2140000
Slovenia,1808,470000
Solomon Islands,1808,57000
Somalia,1808,995000
South Africa,1808,1480000
South Korea,1808,9400000
South Sudan,1808,1040000
Spain,1808,11800000
Sri Lanka,1808,1210000
St. Kitts and Nevis,1808,17200
St. Lucia,1808,24000
St. Vincent and the Grenadines,1808,25800
Sudan,1808,4040000
Suriname,1808,80700
Swaziland,1808,86000
Sweden,1808,2430000
Switzerland,1808,1890000
Syria,1808,1340000
Tajikistan,1808,467000
Tanzania,1808,3020000
Thailand,1808,4670000
Timor-Leste,1808,137000
Togo,1808,446000
Tonga,1808,18600
Trinidad and Tobago,1808,60000
Tunisia,1808,867000
Turkey,1808,9890000
Turkmenistan,1808,367000
Tuvalu,1808,2500
Uganda,1808,2100000
Ukraine,1808,11200000
United Arab Emirates,1808,40200
United Kingdom,1808,13600000
United States,1808,7930000
Uruguay,1808,55000
Uzbekistan,1808,1920000
Vanuatu,1808,27800
Venezuela,1808,718000
Vietnam,1808,6550000
Yemen,1808,2590000
Zambia,1808,747000
Zimbabwe,1808,1090000
Afghanistan,1809,3280000
Albania,1809,422000
Algeria,1809,2590000
Andorra,1809,2650
Angola,1809,1570000
Antigua and Barbuda,1809,37000
Argentina,1809,534000
Armenia,1809,413000
Australia,1809,343000
Austria,1809,3280000
Azerbaijan,1809,880000
Bahamas,1809,27400
Bahrain,1809,64500
Bangladesh,1809,19600000
Barbados,1809,81700
Belarus,1809,2360000
Belgium,1809,3270000
Belize,1809,25500
Benin,1809,637000
Bhutan,1809,90000
Bolivia,1809,1100000
Bosnia and Herzegovina,1809,852000
Botswana,1809,121000
Brazil,1809,4010000
Brunei,1809,2130
Bulgaria,1809,2080000
Burkina Faso,1809,1670000
Burundi,1809,899000
Cambodia,1809,2090000
Cameroon,1809,1860000
Canada,1809,717000
Cape Verde,1809,55700
Central African Republic,1809,479000
Chad,1809,1430000
Chile,1809,771000
China,1809,347000000
Colombia,1809,1210000
Comoros,1809,56300
"Congo, Dem. Rep.",1809,5160000
"Congo, Rep.",1809,314000
Costa Rica,1809,57000
Cote d'Ivoire,1809,1090000
Croatia,1809,1230000
Cuba,1809,451000
Cyprus,1809,185000
Czech Republic,1809,5520000
Denmark,1809,1100000
Djibouti,1809,22800
Dominica,1809,20000
Dominican Republic,1809,89000
Ecuador,1809,500000
Egypt,1809,4220000
El Salvador,1809,248000
Equatorial Guinea,1809,80400
Eritrea,1809,205000
Estonia,1809,334000
Ethiopia,1809,2950000
Fiji,1809,132000
Finland,1809,1060000
France,1809,30200000
Gabon,1809,158000
Gambia,1809,103000
Georgia,1809,1070000
Germany,1809,23800000
Ghana,1809,2020000
Greece,1809,2220000
Grenada,1809,29400
Guatemala,1809,516000
Guinea,1809,984000
Guinea-Bissau,1809,218000
Guyana,1809,166000
Haiti,1809,723000
Holy See,1809,905
Honduras,1809,132000
Hungary,1809,3780000
Iceland,1809,61400
India,1809,172000000
Indonesia,1809,16500000
Iran,1809,6400000
Iraq,1809,1080000
Ireland,1809,4480000
Israel,1809,210000
Italy,1809,19400000
Jamaica,1809,401000
Japan,1809,30600000
Jordan,1809,217000
Kazakhstan,1809,2040000
Kenya,1809,2570000
Kiribati,1809,17900
Kuwait,1809,81300
Kyrgyz Republic,1809,530000
Lao,1809,470000
Latvia,1809,591000
Lebanon,1809,332000
Lesotho,1809,276000
Liberia,1809,314000
Libya,1809,534000
Liechtenstein,1809,5800
Lithuania,1809,779000
Luxembourg,1809,127000
"Macedonia, FYR",1809,392000
Madagascar,1809,1600000
Malawi,1809,737000
Malaysia,1809,287000
Maldives,1809,42400
Mali,1809,1400000
Malta,1809,134000
Marshall Islands,1809,5830
Mauritania,1809,383000
Mauritius,1809,76000
Mexico,1809,6360000
"Micronesia, Fed. Sts.",1809,16400
Moldova,1809,713000
Monaco,1809,7790
Mongolia,1809,619000
Montenegro,1809,127000
Morocco,1809,2590000
Mozambique,1809,2030000
Myanmar,1809,3510000
Namibia,1809,229000
Nauru,1809,1830
Nepal,1809,3880000
Netherlands,1809,2290000
New Zealand,1809,100000
Nicaragua,1809,219000
Niger,1809,1240000
Nigeria,1809,12100000
North Korea,1809,4350000
Norway,1809,913000
Oman,1809,318000
Pakistan,1809,13400000
Palau,1809,3880
Palestine,1809,166000
Panama,1809,78800
Papua New Guinea,1809,755000
Paraguay,1809,143000
Peru,1809,1320000
Philippines,1809,1890000
Poland,1809,9910000
Portugal,1809,3150000
Qatar,1809,14100
Romania,1809,5860000
Russia,1809,31100000
Rwanda,1809,928000
Samoa,1809,47200
San Marino,1809,5490
Sao Tome and Principe,1809,22700
Saudi Arabia,1809,2090000
Senegal,1809,1010000
Serbia,1809,2150000
Seychelles,1809,12500
Sierra Leone,1809,794000
Singapore,1809,30000
Slovak Republic,1809,2140000
Slovenia,1809,470000
Solomon Islands,1809,57000
Somalia,1809,995000
South Africa,1809,1490000
South Korea,1809,9400000
South Sudan,1809,1040000
Spain,1809,11800000
Sri Lanka,1809,1210000
St. Kitts and Nevis,1809,17200
St. Lucia,1809,24000
St. Vincent and the Grenadines,1809,25800
Sudan,1809,4040000
Suriname,1809,80700
Swaziland,1809,86000
Sweden,1809,2420000
Switzerland,1809,1900000
Syria,1809,1340000
Tajikistan,1809,467000
Tanzania,1809,3020000
Thailand,1809,4670000
Timor-Leste,1809,137000
Togo,1809,446000
Tonga,1809,18600
Trinidad and Tobago,1809,60000
Tunisia,1809,868000
Turkey,1809,9910000
Turkmenistan,1809,367000
Tuvalu,1809,2500
Uganda,1809,2100000
Ukraine,1809,11200000
United Arab Emirates,1809,40200
United Kingdom,1809,13800000
United States,1809,8080000
Uruguay,1809,55000
Uzbekistan,1809,1920000
Vanuatu,1809,27800
Venezuela,1809,718000
Vietnam,1809,6550000
Yemen,1809,2590000
Zambia,1809,747000
Zimbabwe,1809,1090000
Afghanistan,1810,3280000
Albania,1810,424000
Algeria,1810,2600000
Andorra,1810,2650
Angola,1810,1570000
Antigua and Barbuda,1810,37000
Argentina,1810,534000
Armenia,1810,413000
Australia,1810,342000
Austria,1810,3290000
Azerbaijan,1810,880000
Bahamas,1810,27400
Bahrain,1810,64500
Bangladesh,1810,19600000
Barbados,1810,81700
Belarus,1810,2360000
Belgium,1810,3280000
Belize,1810,25500
Benin,1810,637000
Bhutan,1810,90000
Bolivia,1810,1100000
Bosnia and Herzegovina,1810,852000
Botswana,1810,121000
Brazil,1810,4060000
Brunei,1810,2130
Bulgaria,1810,2090000
Burkina Faso,1810,1670000
Burundi,1810,899000
Cambodia,1810,2090000
Cameroon,1810,1860000
Canada,1810,728000
Cape Verde,1810,55700
Central African Republic,1810,479000
Chad,1810,1430000
Chile,1810,771000
China,1810,351000000
Colombia,1810,1210000
Comoros,1810,56300
"Congo, Dem. Rep.",1810,5160000
"Congo, Rep.",1810,314000
Costa Rica,1810,57600
Cote d'Ivoire,1810,1090000
Croatia,1810,1230000
Cuba,1810,470000
Cyprus,1810,185000
Czech Republic,1810,5520000
Denmark,1810,1110000
Djibouti,1810,22800
Dominica,1810,20000
Dominican Republic,1810,89000
Ecuador,1810,500000
Egypt,1810,4220000
El Salvador,1810,248000
Equatorial Guinea,1810,80400
Eritrea,1810,205000
Estonia,1810,334000
Ethiopia,1810,2950000
Fiji,1810,133000
Finland,1810,1070000
France,1810,30300000
Gabon,1810,158000
Gambia,1810,103000
Georgia,1810,1070000
Germany,1810,23900000
Ghana,1810,2020000
Greece,1810,2230000
Grenada,1810,29400
Guatemala,1810,524000
Guinea,1810,984000
Guinea-Bissau,1810,218000
Guyana,1810,166000
Haiti,1810,723000
Holy See,1810,905
Honduras,1810,132000
Hungary,1810,3810000
Iceland,1810,61400
India,1810,172000000
Indonesia,1810,16500000
Iran,1810,6410000
Iraq,1810,1080000
Ireland,1810,4540000
Israel,1810,210000
Italy,1810,19500000
Jamaica,1810,401000
Japan,1810,30600000
Jordan,1810,217000
Kazakhstan,1810,2040000
Kenya,1810,2570000
Kiribati,1810,17900
Kuwait,1810,81300
Kyrgyz Republic,1810,530000
Lao,1810,470000
Latvia,1810,591000
Lebanon,1810,332000
Lesotho,1810,276000
Liberia,1810,314000
Libya,1810,535000
Liechtenstein,1810,5800
Lithuania,1810,779000
Luxembourg,1810,127000
"Macedonia, FYR",1810,392000
Madagascar,1810,1610000
Malawi,1810,737000
Malaysia,1810,287000
Maldives,1810,42400
Mali,1810,1400000
Malta,1810,134000
Marshall Islands,1810,5830
Mauritania,1810,383000
Mauritius,1810,78300
Mexico,1810,6380000
"Micronesia, Fed. Sts.",1810,16400
Moldova,1810,713000
Monaco,1810,7790
Mongolia,1810,619000
Montenegro,1810,127000
Morocco,1810,2600000
Mozambique,1810,2040000
